State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Mississippi,6/20/2020,"15,230",6/13/2020,"97,069","1,109,819",8.75
Mississippi,6/27/2020,"13,673",6/20/2020,"147,624","1,109,819",13.3
Mississippi,7/4/2020,"11,266",6/27/2020,"137,330","1,109,819",12.37
Mississippi,7/11/2020,"12,223",7/4/2020,"100,191","1,110,126",9.03
Mississippi,7/18/2020,"12,094",7/11/2020,"122,686","1,110,126",11.05
Mississippi,7/25/2020,"9,169",7/18/2020,"104,109","1,110,126",9.38
Mississippi,8/1/2020,"6,777",7/25/2020,"121,168","1,110,126",10.91
Mississippi,8/8/2020,"5,452",8/1/2020,"138,762","1,110,126",12.5
Mississippi,8/15/2020,"6,496",8/8/2020,"95,913","1,110,126",8.64
Mississippi,8/22/2020,"4,496",8/15/2020,"90,458","1,110,126",8.15
Mississippi,8/29/2020,"4,465",8/22/2020,"84,480","1,110,126",7.61
Mississippi,9/5/2020,"4,363",8/29/2020,"95,012","1,110,126",8.56
Mississippi,9/12/2020,"4,535",9/5/2020,"87,107","1,110,126",7.85
Mississippi,9/19/2020,"5,180",9/12/2020,"84,253","1,110,126",7.59
Mississippi,9/26/2020,"4,653",9/19/2020,"75,175","1,110,126",6.77
Mississippi,10/3/2020,"4,032",9/26/2020,"68,735","1,110,126",6.19
Mississippi,10/10/2020,"3,657",10/3/2020,"56,309","1,110,495",5.07
Mississippi,10/17/2020,"3,609",10/10/2020,"52,168","1,110,495",4.7
Mississippi,10/24/2020,"3,231",10/17/2020,"46,448","1,110,495",4.18
Mississippi,10/31/2020,"3,619",10/24/2020,"41,440","1,110,495",3.73
Missouri,1/4/2020,"7,474",12/28/2019,"29,785","2,745,404",1.08
Missouri,1/11/2020,"10,913",1/4/2020,"30,140","2,749,100",1.1
Missouri,1/18/2020,"4,938",1/11/2020,"29,945","2,749,100",1.09
Missouri,1/25/2020,"5,474",1/18/2020,"29,170","2,749,100",1.06
Missouri,2/1/2020,"4,801",1/25/2020,"29,854","2,749,100",1.09
Missouri,2/8/2020,"3,670",2/1/2020,"27,906","2,749,100",1.02
Missouri,2/15/2020,"3,363",2/8/2020,"27,362","2,749,100",1
Missouri,2/22/2020,"3,063",2/15/2020,"27,035","2,749,100",0.98
Missouri,2/29/2020,"2,732",2/22/2020,"26,949","2,749,100",0.98
Missouri,3/7/2020,"2,994",2/29/2020,"25,225","2,749,100",0.92
Missouri,3/14/2020,"4,016",3/7/2020,"22,381","2,749,100",0.81
Missouri,3/21/2020,"42,246",3/14/2020,"21,538","2,749,100",0.78
Missouri,3/28/2020,"104,291",3/21/2020,"49,470","2,749,100",1.8
Missouri,4/4/2020,"91,458",3/28/2020,"121,467","2,749,100",4.42
Missouri,4/11/2020,"102,126",4/4/2020,"178,710","2,794,254",6.4
Missouri,4/18/2020,"59,602",4/11/2020,"227,557","2,794,254",8.14
Missouri,4/25/2020,"55,299",4/18/2020,"255,798","2,794,254",9.15
Missouri,5/2/2020,"52,527",4/25/2020,"246,663","2,794,254",8.83
Missouri,5/9/2020,"31,145",5/2/2020,"266,230","2,794,254",9.53
Missouri,5/16/2020,"28,244",5/9/2020,"261,840","2,794,254",9.37
Missouri,5/23/2020,"27,436",5/16/2020,"255,374","2,794,254",9.14
Missouri,5/30/2020,"20,650",5/23/2020,"242,173","2,794,254",8.67
Missouri,6/6/2020,"19,907",5/30/2020,"236,531","2,794,254",8.46
Missouri,6/13/2020,"18,912",6/6/2020,"218,596","2,794,254",7.82
Missouri,6/20/2020,"17,358",6/13/2020,"210,195","2,794,254",7.52
Missouri,6/27/2020,"20,008",6/20/2020,"204,121","2,794,254",7.31
Missouri,7/4/2020,"17,685",6/27/2020,"205,120","2,794,254",7.34
Missouri,7/11/2020,"16,883",7/4/2020,"197,311","2,744,087",7.19
Missouri,7/18/2020,"12,332",7/11/2020,"177,150","2,744,087",6.46
Missouri,7/25/2020,"14,938",7/18/2020,"182,144","2,744,087",6.64
Missouri,8/1/2020,"10,900",7/25/2020,"175,874","2,744,087",6.41
Missouri,8/8/2020,"9,015",8/1/2020,"147,017","2,744,087",5.36
Missouri,8/15/2020,"10,654",8/8/2020,"132,730","2,744,087",4.84
Missouri,8/22/2020,"9,283",8/15/2020,"118,713","2,744,087",4.33
Missouri,8/29/2020,"10,509",8/22/2020,"105,318","2,744,087",3.84
Missouri,9/5/2020,"10,891",8/29/2020,"97,082","2,744,087",3.54
Missouri,9/12/2020,"8,936",9/5/2020,"86,832","2,744,087",3.16
Missouri,9/19/2020,"8,153",9/12/2020,"77,725","2,744,087",2.83
Missouri,9/26/2020,"7,353",9/19/2020,"71,313","2,744,087",2.6
Missouri,10/3/2020,"8,945",9/26/2020,"70,470","2,744,087",2.57
Missouri,10/10/2020,"10,522",10/3/2020,"60,725","2,748,342",2.21
Missouri,10/17/2020,"8,728",10/10/2020,"57,846","2,748,342",2.1
Missouri,10/24/2020,"7,802",10/17/2020,"56,392","2,748,342",2.05
Missouri,10/31/2020,"8,158",10/24/2020,"55,448","2,748,342",2.02
Montana,1/4/2020,"1,555",12/28/2019,"11,056","453,040",2.44
Montana,1/11/2020,"1,755",1/4/2020,"11,756","454,298",2.59
Montana,1/18/2020,"1,236",1/11/2020,"11,254","454,298",2.48
Montana,1/25/2020,922,1/18/2020,"11,830","454,298",2.6
Montana,2/1/2020,902,1/25/2020,"11,527","454,298",2.54
Montana,2/8/2020,935,2/1/2020,"11,489","454,298",2.53
Montana,2/15/2020,921,2/8/2020,"11,479","454,298",2.53
Montana,2/22/2020,795,2/15/2020,"11,308","454,298",2.49
Montana,2/29/2020,695,2/22/2020,"11,296","454,298",2.49
Montana,3/7/2020,714,2/29/2020,"10,782","454,298",2.37
Montana,3/14/2020,817,3/7/2020,"10,112","454,298",2.23
Montana,3/21/2020,"15,349",3/14/2020,"9,818","454,298",2.16
Montana,3/28/2020,"20,763",3/21/2020,"19,099","454,298",4.2
Montana,4/4/2020,"21,244",3/28/2020,"36,819","454,298",8.1
Montana,4/11/2020,"14,275",4/4/2020,"53,482","455,906",11.73
Montana,4/18/2020,"11,176",4/11/2020,"65,073","455,906",14.27
Montana,4/25/2020,"7,052",4/18/2020,"67,473","455,906",14.8
Montana,5/2/2020,"4,596",4/25/2020,"63,134","455,906",13.85
Montana,5/9/2020,"3,762",5/2/2020,"58,905","455,906",12.92
Montana,5/16/2020,"3,660",5/9/2020,"53,786","455,906",11.8
Montana,5/23/2020,"3,821",5/16/2020,"49,917","455,906",10.95
Montana,5/30/2020,"3,054",5/23/2020,"48,506","455,906",10.64
Montana,6/6/2020,"3,078",5/30/2020,"46,305","455,906",10.16
Montana,6/13/2020,"3,157",6/6/2020,"44,298","455,906",9.72
Montana,6/20/2020,"2,997",6/13/2020,"42,681","455,906",9.36
Montana,6/27/2020,"2,695",6/20/2020,"41,027","455,906",9
Montana,7/4/2020,"2,788",6/27/2020,"39,032","455,906",8.56
Montana,7/11/2020,"2,990",7/4/2020,"39,084","457,148",8.55
Montana,7/18/2020,"2,735",7/11/2020,"36,715","457,148",8.03
Montana,7/25/2020,"2,388",7/18/2020,"34,702","457,148",7.59
Montana,8/1/2020,"1,875",7/25/2020,"33,450","457,148",7.32
Montana,8/8/2020,"1,642",8/1/2020,"27,583","457,148",6.03
Montana,8/15/2020,"1,960",8/8/2020,"27,840","457,148",6.09
Montana,8/22/2020,"2,320",8/15/2020,"26,318","457,148",5.76
Montana,8/29/2020,"2,532",8/22/2020,"25,236","457,148",5.52
Montana,9/5/2020,"2,911",8/29/2020,"24,177","457,148",5.29
Montana,9/12/2020,"2,985",9/5/2020,"22,976","457,148",5.03
Montana,9/19/2020,"3,221",9/12/2020,"22,380","457,148",4.9
Montana,9/26/2020,"3,253",9/19/2020,"20,195","457,148",4.42
Montana,10/3/2020,"3,472",9/26/2020,"19,354","457,148",4.23
Montana,10/10/2020,"2,893",10/3/2020,"17,794","458,857",3.88
Montana,10/17/2020,"2,469",10/10/2020,"16,146","458,857",3.52
Montana,10/24/2020,"3,181",10/17/2020,"14,996","458,857",3.27
Montana,10/31/2020,"2,955",10/24/2020,"15,248","458,857",3.32
North Carolina,1/4/2020,"3,508",12/28/2019,"20,848","4,362,309",0.48
North Carolina,1/11/2020,"4,628",1/4/2020,"21,239","4,381,417",0.48
North Carolina,1/18/2020,"4,217",1/11/2020,"22,247","4,381,417",0.51
North Carolina,1/25/2020,"3,344",1/18/2020,"22,415","4,381,417",0.51
North Carolina,2/1/2020,"3,611",1/25/2020,"22,342","4,381,417",0.51
North Carolina,2/8/2020,"3,326",2/1/2020,"22,044","4,381,417",0.5
North Carolina,2/15/2020,"3,094",2/8/2020,"21,972","4,381,417",0.5
North Carolina,2/22/2020,"2,852",2/15/2020,"21,630","4,381,417",0.49
North Carolina,2/29/2020,"1,767",2/22/2020,"21,188","4,381,417",0.48
North Carolina,3/7/2020,"2,575",2/29/2020,"20,196","4,381,417",0.46
North Carolina,3/14/2020,"3,533",3/7/2020,"19,683","4,381,417",0.45
North Carolina,3/21/2020,"94,083",3/14/2020,"20,652","4,381,417",0.47
North Carolina,3/28/2020,"172,145",3/21/2020,"75,220","4,381,417",1.72
North Carolina,4/4/2020,"137,422",3/28/2020,"245,692","4,381,417",5.61
North Carolina,4/11/2020,"140,155",4/4/2020,"362,989","4,402,750",8.24
North Carolina,4/18/2020,"106,266",4/11/2020,"468,283","4,402,750",10.64
North Carolina,4/25/2020,"98,941",4/18/2020,"555,039","4,402,750",12.61
North Carolina,5/2/2020,"85,956",4/25/2020,"591,045","4,402,750",13.42
North Carolina,5/9/2020,"57,354",5/2/2020,"619,809","4,402,750",14.08
North Carolina,5/16/2020,"46,913",5/9/2020,"605,709","4,402,750",13.76
North Carolina,5/23/2020,"44,202",5/16/2020,"564,068","4,402,750",12.81
North Carolina,5/30/2020,"37,047",5/23/2020,"547,988","4,402,750",12.45
North Carolina,6/6/2020,"33,865",5/30/2020,"537,652","4,402,750",12.21
North Carolina,6/13/2020,"32,188",6/6/2020,"524,787","4,402,750",11.92
North Carolina,6/20/2020,"29,199",6/13/2020,"529,343","4,402,750",12.02
North Carolina,6/27/2020,"29,580",6/20/2020,"463,568","4,402,750",10.53
North Carolina,7/4/2020,"27,937",6/27/2020,"412,353","4,402,750",9.37
North Carolina,7/11/2020,"28,108",7/4/2020,"365,770","4,423,164",8.27
North Carolina,7/18/2020,"29,204",7/11/2020,"327,363","4,423,164",7.4
North Carolina,7/25/2020,"26,995",7/18/2020,"315,116","4,423,164",7.12
North Carolina,8/1/2020,"16,503",7/25/2020,"283,907","4,423,164",6.42
North Carolina,8/8/2020,"14,328",8/1/2020,"242,813","4,423,164",5.49
North Carolina,8/15/2020,"17,388",8/8/2020,"218,265","4,423,164",4.93
North Carolina,8/22/2020,"13,680",8/15/2020,"191,822","4,423,164",4.34
North Carolina,8/29/2020,"13,297",8/22/2020,"178,019","4,423,164",4.02
North Carolina,9/5/2020,"14,147",8/29/2020,"169,754","4,423,164",3.84
North Carolina,9/12/2020,"13,437",9/5/2020,"151,318","4,423,164",3.42
North Carolina,9/19/2020,"13,406",9/12/2020,"145,078","4,423,164",3.28
North Carolina,9/26/2020,"12,627",9/19/2020,"134,154","4,423,164",3.03
North Carolina,10/3/2020,"15,534",9/26/2020,"127,447","4,423,164",2.88
North Carolina,10/10/2020,"13,172",10/3/2020,"108,833","4,437,138",2.45
North Carolina,10/17/2020,"12,119",10/10/2020,"103,618","4,437,138",2.34
North Carolina,10/24/2020,"9,903",10/17/2020,"96,919","4,437,138",2.18
North Carolina,10/31/2020,"8,338",10/24/2020,"91,510","4,437,138",2.06
North Dakota,1/4/2020,836,12/28/2019,"5,785","409,901",1.41
North Dakota,1/11/2020,"1,530",1/4/2020,"6,171","411,624",1.5
North Dakota,1/18/2020,785,1/11/2020,"6,809","411,624",1.65
North Dakota,1/25/2020,543,1/18/2020,"7,179","411,624",1.74
North Dakota,2/1/2020,447,1/25/2020,"6,782","411,624",1.65
North Dakota,2/8/2020,526,2/1/2020,"6,838","411,624",1.66
North Dakota,2/15/2020,457,2/8/2020,"6,924","411,624",1.68
North Dakota,2/22/2020,435,2/15/2020,"6,886","411,624",1.67
North Dakota,2/29/2020,363,2/22/2020,"6,795","411,624",1.65
North Dakota,3/7/2020,423,2/29/2020,"6,543","411,624",1.59
North Dakota,3/14/2020,415,3/7/2020,"6,349","411,624",1.54
North Dakota,3/21/2020,"5,662",3/14/2020,"6,169","411,624",1.5
North Dakota,3/28/2020,"11,818",3/21/2020,"8,534","411,624",2.07
North Dakota,4/4/2020,"15,125",3/28/2020,"16,036","411,624",3.9
North Dakota,4/11/2020,"9,502",4/4/2020,"24,554","412,797",5.95
North Dakota,4/18/2020,"8,065",4/11/2020,"33,563","412,797",8.13
North Dakota,4/25/2020,"6,274",4/18/2020,"35,513","412,797",8.6
North Dakota,5/2/2020,"4,044",4/25/2020,"35,827","412,797",8.68
North Dakota,5/9/2020,"2,753",5/2/2020,"35,921","412,797",8.7
North Dakota,5/16/2020,"2,619",5/9/2020,"32,399","412,797",7.85
North Dakota,5/23/2020,"2,978",5/16/2020,"31,100","412,797",7.53
North Dakota,5/30/2020,"2,315",5/23/2020,"30,806","412,797",7.46
North Dakota,6/6/2020,"2,252",5/30/2020,"29,855","412,797",7.23
North Dakota,6/13/2020,"2,073",6/6/2020,"29,103","412,797",7.05
North Dakota,6/20/2020,"1,821",6/13/2020,"28,736","412,797",6.96
North Dakota,6/27/2020,"1,511",6/20/2020,"28,446","412,797",6.89
North Dakota,7/4/2020,"1,720",6/27/2020,"27,021","412,797",6.55
North Dakota,7/11/2020,"1,532",7/4/2020,"27,625","413,529",6.68
North Dakota,7/18/2020,"1,915",7/11/2020,"25,974","413,529",6.28
North Dakota,7/25/2020,"1,203",7/18/2020,"24,988","413,529",6.04
North Dakota,8/1/2020,979,7/25/2020,"23,739","413,529",5.74
North Dakota,8/8/2020,776,8/1/2020,"20,483","413,529",4.95
North Dakota,8/15/2020,855,8/8/2020,"18,072","413,529",4.37
North Dakota,8/22/2020,720,8/15/2020,"16,327","413,529",3.95
North Dakota,8/29/2020,804,8/22/2020,"14,910","413,529",3.61
North Dakota,9/5/2020,947,8/29/2020,"13,723","413,529",3.32
North Dakota,9/12/2020,719,9/5/2020,"12,798","413,529",3.09
North Dakota,9/19/2020,792,9/12/2020,"12,120","413,529",2.93
North Dakota,9/26/2020,856,9/19/2020,"11,388","413,529",2.75
North Dakota,10/3/2020,841,9/26/2020,"10,275","413,529",2.48
North Dakota,10/10/2020,"1,045",10/3/2020,"9,107","413,795",2.2
North Dakota,10/17/2020,"1,043",10/10/2020,"8,065","413,795",1.95
North Dakota,10/24/2020,"1,223",10/17/2020,"7,297","413,795",1.76
North Dakota,10/31/2020,"1,265",10/24/2020,"7,061","413,795",1.71
Nebraska,1/4/2020,"1,099",12/28/2019,"5,165","963,465",0.54
Nebraska,1/11/2020,"1,171",1/4/2020,"5,694","962,725",0.59
Nebraska,1/18/2020,988,1/11/2020,"4,940","962,725",0.51
Nebraska,1/25/2020,960,1/18/2020,"5,107","962,725",0.53
Nebraska,2/1/2020,833,1/25/2020,"5,884","962,725",0.61
Nebraska,2/8/2020,675,2/1/2020,"5,693","962,725",0.59
Nebraska,2/15/2020,537,2/8/2020,"5,804","962,725",0.6
Nebraska,2/22/2020,493,2/15/2020,"5,780","962,725",0.6
Nebraska,2/29/2020,502,2/22/2020,"6,286","962,725",0.65
Nebraska,3/7/2020,501,2/29/2020,"5,581","962,725",0.58
Nebraska,3/14/2020,795,3/7/2020,"5,076","962,725",0.53
Nebraska,3/21/2020,"15,700",3/14/2020,"4,859","962,725",0.5
Nebraska,3/28/2020,"24,725",3/21/2020,"16,641","962,725",1.73
Nebraska,4/4/2020,"27,054",3/28/2020,"38,921","962,725",4.04
Nebraska,4/11/2020,"16,279",4/4/2020,"60,416","965,476",6.26
Nebraska,4/18/2020,"12,222",4/11/2020,"72,078","965,476",7.47
Nebraska,4/25/2020,"8,229",4/18/2020,"76,628","965,476",7.94
Nebraska,5/2/2020,"6,418",4/25/2020,"68,882","965,476",7.13
Nebraska,5/9/2020,"6,362",5/2/2020,"68,089","965,476",7.05
Nebraska,5/16/2020,"5,839",5/9/2020,"62,962","963,512",6.53
Nebraska,5/23/2020,"5,812",5/16/2020,"61,604","963,512",6.39
Nebraska,5/30/2020,"5,083",5/23/2020,"62,465","963,512",6.48
Nebraska,6/6/2020,"4,697",5/30/2020,"60,479","963,512",6.28
Nebraska,6/13/2020,"4,868",6/6/2020,"57,402","963,512",5.96
Nebraska,6/20/2020,"4,406",6/13/2020,"57,246","963,512",5.94
Nebraska,6/27/2020,"4,203",6/20/2020,"56,831","963,512",5.9
Nebraska,7/4/2020,"5,803",6/27/2020,"58,199","963,512",6.04
Nebraska,7/11/2020,"7,911",7/4/2020,"56,954","964,840",5.9
Nebraska,7/18/2020,"3,989",7/11/2020,"53,151","964,840",5.51
Nebraska,7/25/2020,"3,656",7/18/2020,"47,311","964,840",4.9
Nebraska,8/1/2020,"2,946",7/25/2020,"46,361","964,840",4.81
Nebraska,8/8/2020,"2,724",8/1/2020,"39,144","964,840",4.06
Nebraska,8/15/2020,"3,268",8/8/2020,"32,095","964,840",3.33
Nebraska,8/22/2020,"2,802",8/15/2020,"30,160","964,840",3.13
Nebraska,8/29/2020,"2,461",8/22/2020,"26,257","964,840",2.72
Nebraska,9/5/2020,"2,552",8/29/2020,"26,145","964,840",2.71
Nebraska,9/12/2020,"2,727",9/5/2020,"22,344","964,840",2.32
Nebraska,9/19/2020,"3,132",9/12/2020,"21,588","964,840",2.24
Nebraska,9/26/2020,"3,001",9/19/2020,"19,895","964,840",2.06
Nebraska,10/3/2020,"3,259",9/26/2020,"19,027","964,840",1.97
Nebraska,10/10/2020,"3,243",10/3/2020,"16,461","966,634",1.7
Nebraska,10/17/2020,"2,934",10/10/2020,"14,921","966,634",1.54
Nebraska,10/24/2020,"2,421",10/17/2020,"13,742","966,634",1.42
Nebraska,10/31/2020,"2,476",10/24/2020,"14,317","966,634",1.48
New Hampshire,1/4/2020,690,12/28/2019,"4,468","652,934",0.68
New Hampshire,1/11/2020,722,1/4/2020,"4,575","654,468",0.7
New Hampshire,1/18/2020,613,1/11/2020,"4,215","654,468",0.64
New Hampshire,1/25/2020,577,1/18/2020,"4,202","654,468",0.64
New Hampshire,2/1/2020,456,1/25/2020,"4,033","654,468",0.62
New Hampshire,2/8/2020,507,2/1/2020,"4,050","654,468",0.62
New Hampshire,2/15/2020,424,2/8/2020,"4,015","654,468",0.61
New Hampshire,2/22/2020,444,2/15/2020,"3,936","654,468",0.6
New Hampshire,2/29/2020,894,2/22/2020,"4,048","654,468",0.62
New Hampshire,3/7/2020,495,2/29/2020,"4,475","654,468",0.68
New Hampshire,3/14/2020,642,3/7/2020,"3,909","654,468",0.6
New Hampshire,3/21/2020,"29,379",3/14/2020,"4,024","654,468",0.61
New Hampshire,3/28/2020,"31,378",3/21/2020,"27,321","654,468",4.17
New Hampshire,4/4/2020,"39,202",3/28/2020,"52,166","654,468",7.97
New Hampshire,4/11/2020,"25,273",4/4/2020,"79,979","649,845",12.31
New Hampshire,4/18/2020,"20,414",4/11/2020,"93,783","649,845",14.43
New Hampshire,4/25/2020,"15,001",4/18/2020,"106,841","649,845",16.44
New Hampshire,5/2/2020,"12,475",4/25/2020,"115,580","649,845",17.79
New Hampshire,5/9/2020,"10,016",5/2/2020,"116,768","649,845",17.97
New Hampshire,5/16/2020,"8,794",5/9/2020,"114,450","649,845",17.61
New Hampshire,5/23/2020,"7,266",5/16/2020,"109,184","649,845",16.8
New Hampshire,5/30/2020,"6,127",5/23/2020,"100,769","649,845",15.51
New Hampshire,6/6/2020,"6,303",5/30/2020,"102,189","649,845",15.73
New Hampshire,6/13/2020,"6,431",6/6/2020,"98,440","649,845",15.15
New Hampshire,6/20/2020,"5,413",6/13/2020,"92,776","649,845",14.28
New Hampshire,6/27/2020,"5,163",6/20/2020,"86,586","649,845",13.32
New Hampshire,7/4/2020,"5,776",6/27/2020,"74,476","649,845",11.46
New Hampshire,7/11/2020,"2,930",7/4/2020,"72,523","657,391",11.03
New Hampshire,7/18/2020,"3,519",7/11/2020,"71,824","657,391",10.93
New Hampshire,7/25/2020,"3,276",7/18/2020,"66,396","657,391",10.1
New Hampshire,8/1/2020,"2,651",7/25/2020,"61,496","657,391",9.35
New Hampshire,8/8/2020,"2,724",8/1/2020,"55,239","657,391",8.4
New Hampshire,8/15/2020,"2,832",8/8/2020,"49,836","657,391",7.58
New Hampshire,8/22/2020,"2,578",8/15/2020,"47,758","657,391",7.26
New Hampshire,8/29/2020,"2,501",8/22/2020,"44,578","657,391",6.78
New Hampshire,9/5/2020,"2,482",8/29/2020,"42,956","657,391",6.53
New Hampshire,9/12/2020,"2,276",9/5/2020,"39,938","657,391",6.08
New Hampshire,9/19/2020,"2,118",9/12/2020,"37,241","657,391",5.66
New Hampshire,9/26/2020,"2,193",9/19/2020,"35,128","657,391",5.34
New Hampshire,10/3/2020,"2,083",9/26/2020,"32,751","657,391",4.98
New Hampshire,10/10/2020,"2,562",10/3/2020,"30,234","658,755",4.59
New Hampshire,10/17/2020,"2,100",10/10/2020,"28,017","658,755",4.25
New Hampshire,10/24/2020,"2,028",10/17/2020,"26,153","658,755",3.97
New Hampshire,10/31/2020,"2,090",10/24/2020,"24,478","658,755",3.72
New Jersey,1/4/2020,"15,325",12/28/2019,"111,335","4,007,202",2.78
New Jersey,1/11/2020,"13,469",1/4/2020,"120,461","4,015,146",3
New Jersey,1/18/2020,"10,728",1/11/2020,"108,425","4,015,146",2.7
New Jersey,1/25/2020,"9,325",1/18/2020,"107,082","4,015,146",2.67
New Jersey,2/1/2020,"8,304",1/25/2020,"110,022","4,015,146",2.74
New Jersey,2/8/2020,"9,288",2/1/2020,"109,931","4,015,146",2.74
New Jersey,2/15/2020,"8,550",2/8/2020,"110,016","4,015,146",2.74
New Jersey,2/22/2020,"8,396",2/15/2020,"109,265","4,015,146",2.72
New Jersey,2/29/2020,"7,773",2/22/2020,"110,902","4,015,146",2.76
New Jersey,3/7/2020,"7,996",2/29/2020,"107,646","4,015,146",2.68
New Jersey,3/14/2020,"9,467",3/7/2020,"104,283","4,015,146",2.6
New Jersey,3/21/2020,"115,815",3/14/2020,"105,840","4,015,146",2.64
New Jersey,3/28/2020,"206,253",3/21/2020,"156,181","4,015,146",3.89
New Jersey,4/4/2020,"214,836",3/28/2020,"276,119","4,015,146",6.88
New Jersey,4/11/2020,"141,420",4/4/2020,"429,388","4,025,826",10.67
New Jersey,4/18/2020,"140,139",4/11/2020,"556,005","4,025,826",13.81
New Jersey,4/25/2020,"71,966",4/18/2020,"621,753","4,025,826",15.44
New Jersey,5/2/2020,"88,326",4/25/2020,"642,651","4,025,826",15.96
New Jersey,5/9/2020,"69,689",5/2/2020,"715,433","4,025,826",17.77
New Jersey,5/16/2020,"42,365",5/9/2020,"601,770","4,025,826",14.95
New Jersey,5/23/2020,"34,410",5/16/2020,"586,532","4,025,826",14.57
New Jersey,5/30/2020,"26,752",5/23/2020,"547,913","4,025,826",13.61
New Jersey,6/6/2020,"23,166",5/30/2020,"559,057","4,025,826",13.89
New Jersey,6/13/2020,"26,438",6/6/2020,"538,269","4,025,826",13.37
New Jersey,6/20/2020,"33,027",6/13/2020,"528,173","4,025,826",13.12
New Jersey,6/27/2020,"27,992",6/20/2020,"519,167","4,025,826",12.9
New Jersey,7/4/2020,"47,402",6/27/2020,"491,778","4,025,826",12.22
New Jersey,7/11/2020,"38,825",7/4/2020,"491,296","4,034,480",12.18
New Jersey,7/18/2020,"25,932",7/11/2020,"476,539","4,034,480",11.81
New Jersey,7/25/2020,"28,073",7/18/2020,"485,809","4,034,480",12.04
New Jersey,8/1/2020,"16,584",7/25/2020,"467,370","4,034,480",11.58
New Jersey,8/8/2020,"13,837",8/1/2020,"426,519","4,034,480",10.57
New Jersey,8/15/2020,"25,417",8/8/2020,"420,062","4,034,480",10.41
New Jersey,8/22/2020,"20,182",8/15/2020,"411,019","4,034,480",10.19
New Jersey,8/29/2020,"20,348",8/22/2020,"410,830","4,034,480",10.18
New Jersey,9/5/2020,"22,750",8/29/2020,"388,233","4,034,480",9.62
New Jersey,9/12/2020,"19,642",9/5/2020,"366,673","4,034,480",9.09
New Jersey,9/19/2020,"24,680",9/12/2020,"353,590","4,034,480",8.76
New Jersey,9/26/2020,"27,184",9/19/2020,"322,414","4,034,480",7.99
New Jersey,10/3/2020,"23,680",9/26/2020,"282,981","4,034,480",7.01
New Jersey,10/10/2020,"29,031",10/3/2020,"249,076","4,042,393",6.16
New Jersey,10/17/2020,"28,809",10/10/2020,"217,743","4,042,393",5.39
New Jersey,10/24/2020,"27,203",10/17/2020,"203,663","4,042,393",5.04
New Jersey,10/31/2020,"24,703",10/24/2020,"179,328","4,042,393",4.44
New Mexico,1/4/2020,799,12/28/2019,"10,140","796,105",1.27
New Mexico,1/11/2020,"1,194",1/4/2020,"10,310","799,085",1.29
New Mexico,1/18/2020,947,1/11/2020,"9,920","799,085",1.24
New Mexico,1/25/2020,764,1/18/2020,"10,137","799,085",1.27
New Mexico,2/1/2020,784,1/25/2020,"10,066","799,085",1.26
New Mexico,2/8/2020,873,2/1/2020,"9,965","799,085",1.25
New Mexico,2/15/2020,725,2/8/2020,"9,987","799,085",1.25
New Mexico,2/22/2020,737,2/15/2020,"10,051","799,085",1.26
New Mexico,2/29/2020,681,2/22/2020,"10,039","799,085",1.26
New Mexico,3/7/2020,690,2/29/2020,"9,845","799,085",1.23
New Mexico,3/14/2020,869,3/7/2020,"9,566","799,085",1.2
New Mexico,3/21/2020,"18,105",3/14/2020,"9,288","799,085",1.16
New Mexico,3/28/2020,"27,849",3/21/2020,"20,087","799,085",2.51
New Mexico,4/4/2020,"26,132",3/28/2020,"44,829","799,085",5.61
New Mexico,4/11/2020,"19,043",4/4/2020,"62,686","802,978",7.81
New Mexico,4/18/2020,"13,621",4/11/2020,"80,986","802,978",10.09
New Mexico,4/25/2020,"12,093",4/18/2020,"94,149","802,978",11.72
New Mexico,5/2/2020,"13,675",4/25/2020,"96,157","802,978",11.98
New Mexico,5/9/2020,"8,024",5/2/2020,"101,132","802,978",12.59
New Mexico,5/16/2020,"7,356",5/9/2020,"103,949","802,978",12.95
New Mexico,5/23/2020,"7,058",5/16/2020,"108,714","802,978",13.54
New Mexico,5/30/2020,"6,672",5/23/2020,"105,755","802,978",13.17
New Mexico,6/6/2020,"5,290",5/30/2020,"104,019","802,978",12.95
New Mexico,6/13/2020,"5,111",6/6/2020,"102,087","802,978",12.71
New Mexico,6/20/2020,"4,945",6/13/2020,"100,348","802,978",12.5
New Mexico,6/27/2020,"5,083",6/20/2020,"95,903","802,978",11.94
New Mexico,7/4/2020,"5,666",6/27/2020,"96,390","802,978",12
New Mexico,7/11/2020,"6,381",7/4/2020,"92,108","806,473",11.42
New Mexico,7/18/2020,"7,668",7/11/2020,"97,940","806,473",12.14
New Mexico,7/25/2020,"7,254",7/18/2020,"97,432","806,473",12.08
New Mexico,8/1/2020,"5,797",7/25/2020,"99,358","806,473",12.32
New Mexico,8/8/2020,"5,541",8/1/2020,"93,826","806,473",11.63
New Mexico,8/15/2020,"5,029",8/8/2020,"93,252","806,473",11.56
New Mexico,8/22/2020,"4,312",8/15/2020,"89,940","806,473",11.15
New Mexico,8/29/2020,"3,874",8/22/2020,"88,125","806,473",10.93
New Mexico,9/5/2020,"3,800",8/29/2020,"87,129","806,473",10.8
New Mexico,9/12/2020,"3,437",9/5/2020,"84,543","806,473",10.48
New Mexico,9/19/2020,"3,637",9/12/2020,"82,386","806,473",10.22
